Year,State,Statname,County,City,Company,Namekey,Owner,Ownkey,OWNCODE,MILLCODE,TRADED,DEFSA,SAMAYBE,SAPLUS,VINTAGE,CIACODE2,REGCODE,TRADED2,DEFSA2,SAMAYBE2,SAPLUS2,VINTAGE2,FIRSTAPP,SAREAL,TRADED3,DEFLATOR, TOTVALUE , val1890 , VAL1900 , SPINDLES , WORKERS , LABOR , HILAZA , MANTA , METERS , HILAVAL , MANTAVAL , QUOTA 
1911,21,Pue,Cuautlancingo,,La Beneficiencia,beneficiencia,Sanchez Gavito y Cia.,sanchez gavito,3494.0,65.0,0,0,1,1,0,4021,6021,0,0,1,1,0,29,0,0,0.820," 300,000 "," 365,943 "," 300,000 ",,,,,,,,," 15,000 "
1912,21,Puebla,Cuentlancingo,,La Beneficiencia,beneficiencia,Sanchez Gavito y C,"Sanchez, Gavito",3494.0,65.0,0,0,1,1,0,4021,6021,0,0,1,1,0,29,0,0,0.718," 341,466 "," 475,513 "," 389,826 "," 3,264 ", 150 , 125 ,   ," 105,798 "," 2,393,786 ",   ,   ," 15,000 "
1913,21,Puebla,Cuautlancingo,Puebla,La Beneficiencia,beneficiencia,Sanchez Gavito y Cia.,"Sanchez, Gavito",3494.0,65.0,0,0,1,1,0,4021,6021,0,0,1,1,0,29,0,0,1.303," 267,194 "," 205,092 "," 168,135 "," 3,264 ", 151 , 126 ,   ," 83,070 "," 1,879,542 ",   ,   ," 6,080 "
1914,21,Cuautlancingo,Pue,,La Beneficiencia,beneficiencia,Sanchez Gavito y Cia.,sanchez gavito,3494.0,65.0,0,0,1,1,0,4021,6021,0,0,1,1,0,29,0,0,3.058," 237,200 "," 77,557 "," 63,581 ",,,,,,,,," 11,860 "
1915,21,Pue,Cholula,,La Beneficiencia,beneficiencia,Sanchez Gavito y cia,Sanchez Gavito,3494.0,65.0,0,0,1,1,0,4021,,0,0,1,1,0,29,0,0,3.396," 2,200,000 "," 647,783 "," 531,052 ",,,,,,,,," 110,000 "
1915,21,Pue,Puebla,,Maria del Rosario,rosario,Santos Gavito,Santos Gavito,3494.0,234.0,0,0,0,0,1,4021,,0,0,1,1,0,29,0,0,3.396," 200,000 "," 58,889 "," 48,277 ",,,,,,,,," 10,000 "
1915,21,Pue,,,"La Beneficiencia, Ma. Rosario",,Santos Gavito,,3494.0,-,0,0,1,1,1,4021,6021,0,0,1,1,0,29,0,0,3.396," 2,400,000 "," 706,672 "," 579,330 ",,,,,,,,," 120,000 "
1916,21,Pue,Cholula,,La Beneficiencia,beneficiencia,Sanchez Gavito y cia,sanchez gavito,3494.0,65.0,0,0,1,1,0,4021,,0,0,1,1,0,29,0,0,2.789," 1,320,000 "," 473,237 "," 387,960 ",,,,,,,,," 66,000 "
1916,21,Pue,Puebla,,Maria del Rosario,"maria, rosario",Santos Gavito,santos gavito,3494.0,234.0,0,0,0,0,1,4021,,0,0,1,1,0,29,0,0,2.789," 120,000 "," 43,022 "," 35,269 ",,,,,,,,," 6,000 "
1916,21,Pue,,,"La Beneficiencia, Ma. Rosario",,Santos Gavito,,3494.0,-,0,0,1,1,1,4021,6021,0,0,1,1,0,29,0,0,2.789," 1,440,000 "," 516,259 "," 423,229 ",,,,,,,,," 72,000 "
1917,21,Puebla,Cholula,,La Beneficiencia,beneficiencia,Sanchez Gavito y Cia,"Sanchez, Gavito",3494.0,65.0,0,0,1,1,0,4021,,0,0,1,1,0,29,0,0,1.636," 240,000 "," 146,690 "," 120,257 ",,,   ,,,   ,,," 12,000 "
1917,21,Puebla,Puebla,,Maria del Rosario,"maria, rosario",Santos Gavito,"Santos, Gavito",3494.0,234.0,0,0,0,0,1,4021,,0,0,1,1,0,29,0,0,1.636," 9,200 "," 5,623 "," 4,610 ",,,   ,,,   ,,, 460 
1917,21,,,,"La Beneficiencia, Ma. del Rosario",,,,3494.0,-,0,0,1,1,1,4021,6021,0,0,1,1,0,29,0,0,1.636," 249,200 "," 152,313 "," 124,867 ",   ,   ,   ,   ,   ,   ,   ,   ," 12,460 "
1918,21,Puebla,Cuautlancingo,,La Beneficiencia,beneficiencia,Sanchez Gavito y Cia,sanchez gavito,3494.0,65.0,0,0,1,1,0,4021,,0,0,1,1,0,29,0,0,2.635," 180,000 "," 68,319 "," 56,008 ",,,,,,,,," 9,000 "
1918,21,Puebla,Puebla,,Maria del Rosario,"maria, rosario",Santos Gavito,santos gavito,3494.0,234.0,0,0,0,0,1,4021,,0,0,1,1,0,29,0,0,2.635," 28,000 "," 10,627 "," 8,712 ",,,,,,,,," 1,400 "
1918,21,Puebla,,,"La Beneficiencia, Ma. Rosario",,Santos Gavito,,3494.0,-,0,0,1,1,1,4021,6021,0,0,1,1,0,29,0,0,2.635," 208,000 "," 78,946 "," 64,720 ",,,,,,,,," 10,400 "
1919,21,Pue,Cholula,,La Beneficiencia,beneficiencia,Sanchez Gavito y cia,"Sanchez, Gavito",3494.0,65.0,0,0,1,1,0,4021,,0,0,1,1,0,29,0,0,2.838," 120,000 "," 42,282 "," 34,663 ",,,   ,,,   ,,," 6,000 "
1919,21,Pue,Puebla,,Maria del Rosario,"maria, rosario",Santos Gavito,"Santos, Gavito",3494.0,234.0,0,0,0,0,1,4021,,0,0,1,1,0,29,0,0,2.838," 4,000 "," 1,409 "," 1,155 ",,,   ,,,   ,,, 200 
1919,21,,,,"La Beneficiencia, Ma. del Rosario",,,,3494.0,-,0,0,1,1,1,4021,6021,0,0,1,1,0,29,0,0,2.838," 124,000 "," 43,691 "," 35,818 ",   ,   ,   ,   ,   ,   ,   ,   ," 6,200 "
1920,21,Pue,Cholula,,La Beneficiencia,beneficiencia,Sanchez Gavito y cia,Sanchez Gavito,3494.0,65.0,0,0,1,1,0,4021,,0,0,1,1,0,29,0,0,3.548," 240,000 "," 67,644 "," 55,454 ",,,,,,,,," 12,000 "
1920,21,Pue,Puebla,,Maria del Rosario,rosario,Santos Gavito,Santos Gavito,3494.0,234.0,0,0,0,0,1,4021,,0,0,1,1,0,29,0,0,3.548," 8,000 "," 2,255 "," 1,848 ",,,,,,,,, 400 
1920,21,Pue,,,"La Beneficiencia, Ma. Rosario",,Santos Gavito,,3494.0,-,0,0,1,1,1,4021,6021,0,0,1,1,0,29,0,0,3.548," 248,000 "," 69,899 "," 57,303 ",,,,,,,,," 12,400 "
1924,21,Pue,Cholula,,La Beneficiencia,beneficiencia,Sanchez Gavito y cia,"Sanchez, Gavito",3494.0,65.0,0,0,1,1,0,4021,6021,0,0,1,1,0,29,0,0,1.790," 176,000 "," 98,308 "," 80,593 ",,,   ,,,   ,,," 8,800 "
1925,21,Pue,Cholula,,La Beneficiencia,beneficiencia,Sanchez Gavito y cia,Sanchez Gavito,3494.0,65.0,0,0,1,1,0,4021,,0,0,1,1,0,29,0,0,1.479," 168,000 "," 113,613 "," 93,140 ",,,,,,,,," 8,400 "
1925,21,Pue,Puebla,,Maria del Rosario,rosario,Santos Gavito,Santos Gavito,3494.0,234.0,0,0,0,0,1,4021,,0,0,1,1,0,29,0,0,1.479," 4,000 "," 2,705 "," 2,218 ",,,,,,,,, 200 
1925,21,Pue,,,"La Beneficiencia, Ma. Rosario",,Santos Gavito,,3494.0,-,0,0,1,1,1,4021,6021,0,0,1,1,0,29,0,0,1.479," 172,000 "," 116,318 "," 95,358 ",,,,,,,,," 8,600 "
1929,21,Pue,Cholula,,La Beneficiencia,beneficiencia,Sanchez Gavito y cia,"Sanchez, Gavito",3494.0,65.0,0,0,1,1,0,4021,6021,0,0,1,1,0,29,0,0,1.269," 128,000 "," 100,859 "," 82,684 ",,,   ,,,   ,,," 6,400 "
1932,21,Puebla,Cholula,,La Beneficiencia,beneficiencia,"Sanchez Gavito y cia, S. en C.","Gavito, Sanchez",3494.0,65.0,0,0,1,1,0,4021,6021,0,0,1,1,0,29,0,0,1.389," 60,000 "," 43,187 "," 35,405 ",,,   ,,,   ,,," 3,000 "
1888,30,ver,Coatepec,,La Purisima,purisima,Concurso Cos Castillo y Compania,"Cos, Castillo",3182.0,298.0,0,1,0,1,0,4022,6022,0,1,0,1,0,52,0,0,1.000,   ,   ,   ," 4,176 ",   ,   ,   ,   ,   ,   ,   ,   
1891,30,Ver,,Coatepec,Purisima,purisima,,,3182.0,298.0,0,1,0,1,0,4022,6022,0,1,0,1,0,52,0,0,1.000," 33,000 "," 33,000 "," 27,053 "," 4,176 ", 5 , 5 ,   ," 12,000 "," 271,512 ",   ,   ,   
1893,30,Ver,Coatepec,,La Purisima,purisima,Agustin Cerdan,Cerdan,3101.0,298.0,0,1,0,1,0,4022,6022,0,1,0,1,0,52,0,0,1.000," 88,560 "," 88,560 "," 72,601 "," 4,176 ", 85 , 85 ,   ," 35,000 "," 791,910 ",   ," 65,450 "," 4,428 "
1895,30,Ver,San Marcos,,La Purisima,purisima,Agustin Cerdan,Cerdan,3101.0,298.0,0,1,0,1,0,4022,6022,0,1,0,1,0,52,0,0,0.910," 88,000 "," 96,714 "," 79,286 "," 4,000 ", 90 , 90 ,   ," 51,000 "," 1,153,926 ",   ,   ," 4,400 "
1896,30,Ver,San Marcos,,La Purisima,purisima,Sucesores de A. Cerdan,Cerdan,3101.0,298.0,0,1,0,1,0,4022,6022,0,1,0,1,0,52,0,0,0.820," 88,000 "," 107,343 "," 88,000 "," 4,000 ", 90 , 90 ,   ," 51,000 "," 1,153,926 ",   ,   ," 4,400 "
1898,30,Veracruz,San Marcos,,La PurÌsima,purisima,M. Fernandez del Rio/S.A. Fab La Purisima (2),"CI Purisima, Fernandez, Rio",3141.0,298.0,0,1,0,1,0,4022,6022,0,1,0,1,0,52,1,0,0.820," 120,000 "," 146,377 "," 120,000 ",,,   ,,,   ,,," 6,000 "
1900,30,Veracruz,Jalapa,,San Bruno,bruno,Zaldo Hermanos y Cia,Zaldo,3566.0,70.0,0,0,1,1,0,4022,,0,1,0,1,0,52,1,0,0.820," 80,000 "," 97,585 "," 80,000 ",,,   ,,,   ,,," 4,000 "
1900,30,Veracruz,San Marcos,,La Purisima,purisima,S.A. Fabrica la Purisima,CI Purisima,3141.0,298.0,0,1,0,1,0,4022,,0,1,0,1,0,52,1,0,0.820," 140,000 "," 170,773 "," 140,000 ",,,   ,,,   ,,," 7,000 "
1900,30,,,,"San Bruno, La Purisima",,,,3141.0,-,0,1,1,1,0,4022,6022,0,1,0,1,0,52,1,0,0.820," 220,000 "," 268,358 "," 220,000 ",   ,   ,   ,   ,   ,   ,   ,   ," 11,000 "
1902,30,Ver,Jalapa,,San Bruno,bruno,Zaldo Hnos,Zaldo,3566.0,70.0,0,0,1,1,0,4022,6022,0,1,0,1,0,52,1,0,0.820," 120,000 "," 146,377 "," 120,000 ",   ,   ,   ,   ,   ,   ,   ,   ," 6,000 "
1904,30,Veracruz,Jalapa,,San Bruno,bruno,Zaldo Hermanos y Cia,Zaldo,3566.0,70.0,0,0,1,1,0,4022,6022,0,1,0,1,0,52,1,0,0.820," 320,000 "," 390,339 "," 320,000 ",,,   ,,,   ,,," 16,000 "
1905,30,Ver,Jalapa,,San Bruno,bruno,"Zaldo Hnos y cia, Sucrs, S en C.",Zaldo,3566.0,70.0,0,0,1,1,0,4022,,0,1,0,1,0,52,1,0,0.820," 300,000 "," 365,943 "," 300,000 ",,,,,,,,," 15,000 "
1905,30,Ver,Coatepec,,La Purisima,purisima,"Zaldo Hnos y cia, Sucrs, S en C.",Zaldo,3566.0,298.0,0,1,0,1,0,4022,,0,1,0,1,0,52,1,0,0.820," 140,000 "," 170,773 "," 140,000 ",,,,,,,,," 7,000 "
1905,30,Ver,,,"San Bruno, La Purisima",,"Zaldo Hnos y cia, Sucrs, S en C.",,3566.0,-,0,1,1,1,0,4022,6022,0,1,0,1,0,52,1,0,0.820," 440,000 "," 536,716 "," 440,000 ",,,,,,,,," 22,000 "
1906,30,Ver,Jalapa,,San Bruno,bruno,Zaldo Hnos y cia,Zaldo,3566.0,70.0,0,0,1,1,0,4022,,0,1,0,1,0,52,1,0,0.820," 220,000 "," 268,358 "," 220,000 ",   ,   ,   ,   ,   ,   ,   ,   ," 11,000 "
1906,30,Ver,Coatepec,,La Purisima,purisima,Zaldo Hnos y cia,Zaldo,3566.0,298.0,0,1,0,1,0,4022,,0,1,0,1,0,52,1,0,0.820," 120,000 "," 146,377 "," 120,000 ",   ,   ,   ,   ,   ,   ,   ,   ," 6,000 "
1906,30,,,,"San Bruno, La Purisima",,,,3566.0,-,0,1,1,1,0,4022,6022,0,1,0,1,0,52,1,0,0.820," 340,000 "," 414,735 "," 340,000 ",   ,   ,   ,   ,   ,   ,   ,   ," 17,000 "
1909,30,Veracruz,Jalapa,,San Bruno,bruno,Zaldo Hermanos y Cia,Zaldo,3566.0,70.0,0,0,1,1,0,4022,,0,1,0,1,0,52,1,0,0.820," 280,000 "," 341,547 "," 280,000 ",,,   ,,,   ,,," 14,000 "
1909,30,Veracruz,Coatepec,,La Purisima,purisima,Zaldo Hermanos y Cia,Zaldo,3566.0,298.0,0,1,0,1,0,4022,,0,1,0,1,0,52,1,0,0.820," 120,000 "," 146,377 "," 120,000 ",,,   ,,,   ,,," 6,000 "
1909,30,,,,"San Bruno, La Purisima",,,,3566.0,-,0,1,1,1,0,4022,6022,0,1,0,1,0,52,1,0,0.820," 400,000 "," 487,924 "," 400,000 ",   ,   ,   ,   ,   ,   ,   ,   ," 20,000 "
1910,30,Ver,Jalapa,,San Bruno,bruno,"Saldo Hnos y cia, Sucrs, S en C.",Zaldo,3566.0,70.0,0,0,1,1,0,4022,,0,1,0,1,0,52,1,0,0.820," 520,000 "," 634,301 "," 520,000 ",,,,,,,,," 26,000 "
1910,30,Ver,Coatepec,,La Purisima,purisima,"Saldo Hnos y cia, Sucrs, S en C.",Zaldo,3566.0,298.0,0,1,0,1,0,4022,,0,1,0,1,0,52,1,0,0.820," 140,000 "," 170,773 "," 140,000 ",,,,,,,,," 7,000 "
1910,30,Ver,,,"San Bruno, La Purisima",,"Saldo Hnos y cia, Sucrs, S en C.",,3566.0,-,0,1,1,1,0,4022,6022,0,1,0,1,0,52,1,0,0.820," 660,000 "," 805,074 "," 660,000 ",,,,,,,,," 33,000 "
1911,30,Ver,Jalapa,,San Bruno,bruno,"Zaldo Hnos y cia, Sucrs, S en C.",zaldo,3566.0,70.0,0,0,1,1,0,4022,,0,1,0,1,0,52,1,0,0.820," 520,000 "," 634,301 "," 520,000 ",,,,,,,,," 26,000 "
1911,30,Ver,Coatepec,,La Purisima,purisima,"Zaldo Hnos y cia, Sucrs, S en C.",zaldo,3566.0,298.0,0,1,0,1,0,4022,,0,1,0,1,0,52,1,0,0.820," 120,000 "," 146,377 "," 120,000 ",,,,,,,,," 6,000 "
1911,30,Ver,,,"San Bruno, La Purisima",,"Zaldo Hnos y cia, Sucrs, S en C.",,3566.0,-,0,1,1,1,0,4022,6022,0,1,0,1,0,52,1,0,0.820," 640,000 "," 780,678 "," 640,000 ",,,,,,,,," 32,000 "
1912,30,Veracruz,Jalapa,,San Bruno,bruno,Zaldo Hnos. y C. S. en C.,Zaldo,3566.0,70.0,0,0,1,1,0,4022,,0,1,0,1,0,52,1,0,0.718," 349,418 "," 486,587 "," 398,904 "," 5,068 ", 210 , 175 ,   ," 126,226 "," 2,855,989 ",   ,   ," 17,400 "
1912,30,Veracruz,Coatepec,,La Purisima,purisima,Zaldo Hnos. y C. S. en C.,Zaldo,3566.0,298.0,0,1,0,1,0,4022,,0,1,0,1,0,52,1,0,0.718," 121,602 "," 169,339 "," 138,824 "," 3,016 ", 150 , 125 ,   ," 81,546 "," 1,845,060 ",   ,   ," 6,000 "
1912,30,,,,"San Bruno, La Purisima",,,,3566.0,-,0,1,1,1,0,4022,6022,0,1,0,1,0,52,1,0,0.718," 471,020 "," 655,925 "," 537,728 "," 8,084 ", 360 , 300 ,   ," 207,772 "," 4,701,049 ",   ,   ," 23,400 "
1913,30,Veracruz,Jalapa,Veracruz,San Bruno,bruno,Zaldo Hnos y Cia,Zaldo,3566.0,70.0,0,0,1,1,0,4022,,0,1,0,1,0,52,1,0,1.303," 665,893 "," 511,125 "," 419,020 "," 4,888 ", 246 , 205 ,   ," 133,234 "," 3,014,552 ",   ,   ," 14,918 "
1913,30,Veracruz,Coatepec,Veracruz,La Purisima,purisima,Zaldo Hnos. y Cia Sucs.,Zaldo,3566.0,298.0,0,1,0,1,0,4022,,0,1,0,1,0,52,1,0,1.303," 392,084 "," 300,955 "," 246,723 "," 3,016 ", 150 , 125 ,   ," 75,726 "," 1,713,376 ",   ,   ," 8,781 "
1913,30,,,,"San Bruno, La Purisima",,,,3566.0,-,0,1,1,1,0,4022,6022,0,1,0,1,0,52,1,0,1.303," 1,057,977 "," 812,080 "," 665,743 "," 7,904 ", 396 , 330 ,   ," 208,960 "," 4,727,929 ",   ,   ," 23,699 "
1914,30,Ver,Jalapa,,San Bruno,bruno,"Zaldo Hnos y Cia., S en C.",zaldo,3566.0,70.0,0,0,1,1,0,4022,,0,1,0,1,0,52,1,0,3.058," 341,840 "," 111,771 "," 91,630 ",,,,,,,,," 17,092 "
1914,30,Coatepec,Ver,,La Purisima,purisima,"Zaldo Hnos y Cia., S en C.",zaldo,3566.0,298.0,0,1,0,1,0,4022,,0,1,0,1,0,52,1,0,3.058," 119,280 "," 39,001 "," 31,973 ",,,,,,,,," 5,964 "
1914,30,Coatepec,,,"San Bruno, La Purisima",,"Zaldo Hnos y Cia., S en C.",,3566.0,-,0,1,1,1,0,4022,6022,0,1,0,1,0,52,1,0,3.058," 461,120 "," 150,772 "," 123,603 ",,,,,,,,," 23,056 "
1915,30,Ver,Jalapa,,San Bruno,bruno,"Saldo Hnos y cia, Sucrs, S en C.",Zaldo,3566.0,70.0,0,0,1,1,0,4022,,0,1,0,1,0,52,1,0,3.396," 5,800,000 "," 1,707,791 "," 1,400,047 ",,,,,,,,," 290,000 "
1915,30,Ver,Coatepec,,La Purisima,purisima,"Saldo Hnos y cia, Sucrs, S en C.",Zaldo,3566.0,298.0,0,1,0,1,0,4022,,0,1,0,1,0,52,1,0,3.396," 3,000,000 "," 883,340 "," 724,162 ",,,,,,,,," 150,000 "
1915,30,Ver,,,"San Bruno, La Purisima",,"Saldo Hnos y cia, Sucrs, S en C.",,3566.0,-,0,1,1,1,0,4022,6022,0,1,0,1,0,52,1,0,3.396," 8,800,000 "," 2,591,131 "," 2,124,209 ",,,,,,,,," 440,000 "
1916,30,Ver,Jalapa,,San Bruno,bruno,"Zaldo Hnos y cia, Sucrs, S en C.",zaldo,3566.0,70.0,0,0,1,1,0,4022,,0,1,0,1,0,52,1,0,2.789," 6,000,000 "," 2,151,077 "," 1,763,453 ",,,,,,,,," 300,000 "
1916,30,Ver,Coatepec,,La Purisima,purisima,"Zaldo Hnos y cia, Sucrs, S en C.",zaldo,3566.0,298.0,0,1,0,1,0,4022,,0,1,0,1,0,52,1,0,2.789," 3,200,000 "," 1,147,241 "," 940,508 ",,,,,,,,," 160,000 "
1916,30,Ver,,,"San Bruno, La Purisima",,"Zaldo Hnos y cia, Sucrs, S en C.",,3566.0,-,0,1,1,1,0,4022,6022,0,1,0,1,0,52,1,0,2.789," 9,200,000 "," 3,298,319 "," 2,703,962 ",,,,,,,,," 460,000 "
1917,30,Veracruz,Jalapa,,San Bruno,bruno,Zaldo Hnos y Cia Sucesores S. en C.,Zaldo,3566.0,70.0,0,0,1,1,0,4022,,0,1,0,1,0,52,1,0,1.636," 400,000 "," 244,484 "," 200,428 ",,,   ,,,   ,,," 20,000 "
1917,30,Veracruz,Coatepec,,La Purisima,purisima,Zaldo Hnos y Cia Sucesores S. en C.,Zaldo,3566.0,298.0,0,1,0,1,0,4022,,0,1,0,1,0,52,1,0,1.636,   ,   ,   ,,,   ,,,   ,,,   
1917,30,,,,"San Bruno, La Purisima",,,,3566.0,-,0,1,1,1,0,4022,6022,0,1,0,1,0,52,1,0,1.636," 400,000 "," 244,484 "," 200,428 ",   ,   ,   ,   ,   ,   ,   ,   ," 20,000 "
1918,30,Veracruz,Jalapa,,San Bruno,bruno,Zaldo Hnos y Cia Sucesores S. en C.,zaldo,3566.0,70.0,0,0,1,1,0,4022,,0,1,0,1,0,52,1,0,2.635," 480,000 "," 182,184 "," 149,354 ",,,,,,,,," 24,000 "
1918,30,Veracruz,Coatepec,,La Purisima,purisima,Zaldo Hnos y Cia Sucesores S. en C.,zaldo,3566.0,298.0,0,1,0,1,0,4022,,0,1,0,1,0,52,1,0,2.635,   ,   ,   ,,,,,,,,,   
1918,30,Veracruz,,,"San Bruno, La Purisima",,Zaldo Hnos y Cia Sucesores S. en C.,,3566.0,-,0,1,1,1,0,4022,6022,0,1,0,1,0,52,1,0,2.635," 480,000 "," 182,184 "," 149,354 ",,,,,,,,," 24,000 "
1919,30,Ver,Jalapa,,San Bruno,bruno,"Zaldo Hnos Sucrs, S en C.",Zaldo,3566.0,70.0,0,0,1,1,0,4022,,0,1,0,1,0,52,1,0,2.838," 360,000 "," 126,845 "," 103,988 ",,,   ,,,   ,,," 18,000 "
1919,30,Ver,Coatepec,,La Purisima,purisima,Alfonso Vega,Vega,3554.0,298.0,0,1,0,1,0,4022,,0,1,0,1,0,52,1,0,2.838," 100,000 "," 35,235 "," 28,886 ",,,   ,,,   ,,," 5,000 "
1919,30,,,,"San Bruno, La Purisima",,,,3554.0,-,0,1,1,1,0,4022,6022,0,1,0,1,0,52,1,0,2.838," 460,000 "," 162,080 "," 132,873 ",   ,   ,   ,   ,   ,   ,   ,   ," 23,000 "
1920,30,Ver,Jalapa,,San Bruno,bruno,"Zaldo Hnos y cia, Sucrs, S en C.",Zaldo,3566.0,70.0,0,0,1,1,0,4022,,0,1,0,1,0,52,1,0,3.548," 480,000 "," 135,287 "," 110,909 ",,,,,,,,," 24,000 "
1920,30,Ver,Coatepec,,La Purisima,purisima,"Zaldo Hnos y cia, Sucrs, S en C.",Zaldo,3566.0,298.0,0,1,0,1,0,4022,,0,1,0,1,0,52,1,0,3.548,   ,   ,   ,,,,,,,,,   
1920,30,Ver,,,"San Bruno, La Purisima",,"Zaldo Hnos y cia, Sucrs, S en C.",,3566.0,-,0,1,1,1,0,4022,6022,0,1,0,1,0,52,1,0,3.548," 480,000 "," 135,287 "," 110,909 ",,,,,,,,," 24,000 "
1924,30,Ver,Jalapa,,San Bruno,bruno,"Zaldo Hnos y cia, Sucrs, S en C.",Zaldo,3566.0,70.0,0,0,1,1,0,4022,,0,1,0,1,0,52,1,0,1.790," 340,000 "," 189,912 "," 155,690 ",,,   ,,,   ,,," 17,000 "
1924,30,Ver,Coatepec,,La Purisima,purisima,"Zaldo Hnos y cia, Sucrs, S en C.",Zaldo,3566.0,298.0,0,1,0,1,0,4022,,0,1,0,1,0,52,1,0,1.790,   ,   ,   ,,,   ,,,   ,,, -   
1924,30,,,,"San Bruno, La Purisima",,,,3566.0,-,0,1,1,1,0,4022,6022,0,1,0,1,0,52,1,0,1.790," 340,000 "," 189,912 "," 155,690 ",   ,   ,   ,   ,   ,   ,   ,   ," 17,000 "
1925,30,Ver,Jalapa,,San Bruno,bruno,"Zaldo Hnos y cia, Sucrs, S en C.",Zaldo,3566.0,70.0,0,0,1,1,0,4022,,0,1,0,1,0,52,1,0,1.479," 360,000 "," 243,457 "," 199,586 ",,,,,,,,," 18,000 "
1925,30,Ver,Coatepec,,La Purisima,purisima,"Zaldo Hnos y cia, Sucrs, S en C.",Zaldo,3566.0,298.0,0,1,0,1,0,4022,,0,1,0,1,0,52,1,0,1.479,   ,   ,   ,,,,,,,,,   
1925,30,Ver,,,"San Bruno, La Purisima",,"Zaldo Hnos y cia, Sucrs, S en C.",,3566.0,-,0,1,1,1,0,4022,6022,0,1,0,1,0,52,1,0,1.479," 360,000 "," 243,457 "," 199,586 ",,,,,,,,," 18,000 "
1929,30,Ver,Jalapa,,San Bruno,bruno,"Zaldo Hnos y cia, Sucrs, S en C.",Zaldo,3566.0,70.0,0,0,1,1,0,4022,,0,1,0,1,0,52,1,0,1.269," 320,000 "," 252,147 "," 206,710 ",,,   ,,,   ,,," 16,000 "
1929,30,Ver,Coatepec,,La Purisima,purisima,"Zaldo Hnos y cia, Sucrs, S en C.",Zaldo,3566.0,298.0,0,1,0,1,0,4022,,0,1,0,1,0,52,1,0,1.269,   ,   ,   ,,,   ,,,   ,,,   
1929,30,,,,"San Bruno, La Purisima",,,,3566.0,-,0,1,1,1,0,4022,6022,0,1,0,1,0,52,1,0,1.269," 320,000 "," 252,147 "," 206,710 ",   ,   ,   ,   ,   ,   ,   ,   ," 16,000 "
1932,30,Veracruz,Jalapa,,San Bruno,bruno,Zaldo Hnos y Cia,Zaldo,3566.0,70.0,0,0,1,1,0,4022,,0,1,0,1,0,52,1,0,1.389," 260,000 "," 187,145 "," 153,421 ",,,   ,,,   ,,," 13,000 "
1932,30,Veracruz,Coatepec,,La Purisima,purisima,Zaldo Hnos y Cia,Zaldo,3566.0,298.0,0,1,0,1,0,4022,,0,1,0,1,0,52,1,0,1.389,   ,   ,   ,,,   ,,,   ,,,   
1932,30,,,,"San Bruno, La Purisima",,,,3566.0,-,0,1,1,1,0,4022,6022,0,1,0,1,0,52,1,0,1.389," 260,000 "," 187,145 "," 153,421 ",   ,   ,   ,   ,   ,   ,   ,   ," 13,000 "
1845,21,Puebla,,,Prov. de Atlixco,"prov, atlixco",,,3082.0,287.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,,   ,   ,   ," 1,254 ",   ,   ,   ,   ,   ,   ,   ,   
1850,21,Puebla,,,Providencia,providencia,Francisco Caballero de Carranza,"Caballero, Carranza",3082.0,287.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,0.972," 62,500 "," 64,300 "," 52,713 "," 2,448 ", 102 , 102 ," 160,000 "," 5,000 "," 113,130 "," 62,500 ",   ,   
1854,21,Puebla,,Puebla,Providencia,providencia,Francisco Caballero de Carranza,"Caballero, Carranza",3082.0,287.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,0.946," 25,200 "," 26,638 "," 21,838 "," 1,770 ", 65 , 65 ," 57,600 ",   ,   ," 25,200 ",   ,   
1857,21,Puebla,,Puebla,Providencia,providencia,Francisco Caballero de Carranza,"Caballero, Carranza",3082.0,287.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,1.063," 25,200 "," 23,713 "," 19,440 "," 1,770 ", 65 , 65 ," 57,600 ",,   ," 25,200 ",   ,   
1862,21,Pue,,,Providencia,providencia,,,3082.0,287.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,2.289,   ,   ,   ," 1,770 ",   ,   ,   ,   ,   ,   ,   ,   
1865,21,Pue,,(Huejontitla),Providencia,providencia,Francisco Caballero y Carranza,"Caballero, Carranza",3082.0,287.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,4.969,   ,   ,   ," 2,160 ",   ,   ,   ,   ,   ,   ,   ,   
1878,21,Pue,,,Providencia,providencia,Rivero y Medivil,"Rivero, Medivil",3460.0,287.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,0.687,   ,   ,   ," 3,500 ", 160 , 160 ,   ," 40,800 "," 923,141 ",   ,   ,   
1883,21,Pue,,,Providencia,providencia,,,3460.0,287.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,1.103," 142,800 "," 129,512 "," 106,174 ",   ,   ,   ,   ," 40,800 "," 923,141 ",   ,   ,   
1888,21,pue,Cholula,,La Providencia,providencia,Testamentaria de Ignacio Rivero,Rivero,3460.0,287.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,1.000,   ,   ,   ," 4,000 ", 120 , 120 ,   ," 60,000 "," 1,357,560 ",   ,   ,   
