Year,State,Statname,County,City,Company,Namekey,Owner,Ownkey,OWNCODE,MILLCODE,TRADED,DEFSA,SAMAYBE,SAPLUS,VINTAGE,CIACODE2,REGCODE,TRADED2,DEFSA2,SAMAYBE2,SAPLUS2,VINTAGE2,FIRSTAPP,SAREAL,TRADED3,DEFLATOR, TOTVALUE , val1890 , VAL1900 , SPINDLES , WORKERS , LABOR , HILAZA , MANTA , METERS , HILAVAL , MANTAVAL , QUOTA 
1889,21,Puebla,,,Providencia,providencia,,,3460.0,287.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,1.000,   ,   ,   ,   ,   ,   ,   ," 40,800 "," 923,141 ",   ,   ,   
1891,21,Pue,,Cholula,Providencia,providencia,,,3460.0,287.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,1.000," 165,000 "," 165,000 "," 135,267 "," 3,860 ", 120 , 120 ,   ," 60,000 "," 1,357,560 ",   ,   ,   
1893,21,Pue,Idem,,La Providencia,providencia,Ignacio Rivero e hijos,Rivero,3460.0,287.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,1.000," 121,880 "," 121,880 "," 99,917 "," 3,860 ", 115 , 115 ,   ," 40,000 "," 905,040 ",   ," 120,000 "," 6,094 "
1895,21,pue,cholula,,la providencia,providencia,Ignacio Rivero y Hijos,Rivero,3460.0,287.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,0.910," 161,598 "," 177,600 "," 145,596 "," 3,640 ", 145 , 145 ," 18,752 "," 84,212 "," 1,905,381 ",   ,   ," 8,080 "
1896,21,Pue,Cholula,,La Providencia,providencia,Ignacio Rivero e hijos,Rivero,3460.0,287.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,0.820," 195,454 "," 238,417 "," 195,454 "," 3,640 ", 160 , 160 ," 28,808 "," 102,220 "," 2,312,830 ",   ,   ," 9,772 "
1898,21,Puebla,Cholula,,La Providencia,providencia,Ignacio Rivero È Hijos,Rivero,3460.0,287.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,0.820," 154,480 "," 188,436 "," 154,480 ",,,   ,,,   ,,," 7,724 "
1900,21,Puebla,Cholula,,La Providencia,providencia,Ignacio Rivero e Hijos,Rivero,3460.0,287.0,0,0,1,1,0,4023,,0,0,1,1,0,9,0,0,0.820," 172,000 "," 209,807 "," 172,000 ",,,   ,,,   ,,," 8,600 "
1900,21,Puebla,Atlixco,,El Volcan,volcan,J. Romano y Cia,Romano,3472.0,386.0,0,0,1,1,0,4023,,0,0,1,1,0,9,0,0,0.820," 172,000 "," 209,807 "," 172,000 ",,,   ,,,   ,,," 8,600 "
1900,21,,,,"La Providencia, El Volcan",,,,3472.0,-,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,0.820," 344,000 "," 419,615 "," 344,000 ",   ,   ,   ,   ,   ,   ,   ,   ," 17,200 "
1902,21,pue,Atlixco,,el volcan,volcan,J. Romano y cia,Romano,3472.0,386.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,0.820," 160,000 "," 195,170 "," 160,000 ",   ,   ,   ,   ,   ,   ,   ,   ," 8,000 "
1904,21,Puebla,Cholula,,La Providencia,providencia,Ignacio Rivero e Hijos,Rivero,3460.0,287.0,0,0,1,1,0,4023,,0,0,1,1,0,9,0,0,0.820," 140,000 "," 170,773 "," 140,000 ",,,   ,,,   ,,," 7,000 "
1904,21,Puebla,Atlixco,,El Volcan,volcan,J. Romano y Cia,Romano,3472.0,386.0,0,0,1,1,0,4023,,0,0,1,1,0,9,0,0,0.820," 360,000 "," 439,131 "," 360,000 ",,,   ,,,   ,,," 18,000 "
1904,21,,,,"La Providencia, El Volcan",,,,3472.0,-,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,0.820," 500,000 "," 609,905 "," 500,000 ",   ,   ,   ,   ,   ,   ,   ,   ," 25,000 "
1905,21,Pue,Cholula,,La Providencia,providencia,E. Mendivil y Cia,Mendivil,3361.0,287.0,0,0,1,1,0,4023,,0,0,1,1,0,9,0,0,0.820," 160,000 "," 195,170 "," 160,000 ",,,,,,,,," 8,000 "
1905,21,Pue,Atlixco,,El Volcan,volcan,J. Romano y Cia,Romano,3472.0,386.0,0,0,1,1,0,4023,,0,0,1,1,0,9,0,0,0.820," 400,000 "," 487,924 "," 400,000 ",,,,,,,,," 20,000 "
1905,21,Pue,,,"La Providencia, El Volcan",,J. Romano y Cia,,3472.0,-,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,0.820," 560,000 "," 683,093 "," 560,000 ",,,,,,,,," 28,000 "
1906,21,Puebla,Cholula,,La Providencia,providencia,E. Mendivil y cia,Mendivil,3361.0,287.0,0,0,1,1,0,4023,,0,0,1,1,0,9,0,0,0.820," 160,000 "," 195,170 "," 160,000 ",   ,   ,   ,   ,   ,   ,   ,   ," 8,000 "
1906,21,Puebla,Atlixco,,El Volcan,volcan,J. Romano y cia,Romano,3472.0,386.0,0,0,1,1,0,4023,,0,0,1,1,0,9,0,0,0.820," 480,000 "," 585,509 "," 480,000 ",   ,   ,   ,   ,   ,   ,   ,   ," 24,000 "
1906,21,,,,"La Providencia, El Volcan",,,,3472.0,-,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,0.820," 640,000 "," 780,678 "," 640,000 ",   ,   ,   ,   ,   ,   ,   ,   ," 32,000 "
1909,21,Puebla,Atlixco,,El Volcan,volcan,E. Artasanchez y Cia,Artasanchez,3036.0,386.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,0.820," 380,000 "," 463,528 "," 380,000 ",,,   ,,,   ,,," 19,000 "
1910,21,Pue,Atlixco,,El Volcan,volcan,E. Artasanchez y Cia,Artasanchez,3036.0,386.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,0.820," 360,000 "," 439,131 "," 360,000 ",,,,,,,,," 18,000 "
1911,21,Pue,Atlixco,,El Volcan,volcan,"E. Artazanchez y Cia., S.C.",Artasanchez,3036.0,386.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,0.820," 440,000 "," 536,716 "," 440,000 ",,,,,,,,," 22,000 "
1912,21,Puebla,Cholula,,La Providencia,providencia,E. Mendivil,Mendivil,3361.0,287.0,0,0,1,1,0,4023,,0,0,1,1,0,9,0,0,0.718,   ,   ,   ,,   ,   ,   ,   ,   ,   ,   ,   
1912,21,Puebla,Atlixco,,El Volcan,volcan,"E. Artesanchez y C, SC",Artasanchez,3036.0,386.0,0,0,1,1,0,4023,,0,0,1,1,0,9,0,0,0.718," 319,758 "," 445,283 "," 365,043 "," 4,752 ", 250 , 208 ,   ," 103,890 "," 2,350,615 ",   ,   ," 16,000 "
1912,21,,,,"La Providencia, El Volcan",,,,3036.0,-,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,0.718," 319,758 "," 445,283 "," 365,043 "," 4,752 ", 250 , 208 ,   ," 103,890 "," 2,350,615 ",   ,   ," 16,000 "
1913,21,Puebla,Cholula,Puebla,La Providencia,providencia,E. Mendivel,Mendivil,3361.0,287.0,0,0,1,1,0,4023,,0,0,1,1,0,9,0,0,1.303,   ,   ,   ," 3,388 ",   ,   ,   ,   ,   ,   ,   ,   
1913,21,Puebla,Atlixco,Puebla,El Volcan,volcan,E. Artesanchez y Cia,Artasanchez,3036.0,386.0,0,0,1,1,0,4023,,0,0,1,1,0,9,0,0,1.303," 510,888 "," 392,146 "," 321,481 "," 4,752 ", 300 , 250 ,   ," 146,864 "," 3,322,945 ",   ,   ," 11,424 "
1913,21,,,,"La Providencia, El Volcan",,,,3036.0,-,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,1.303," 510,888 "," 392,146 "," 321,481 "," 8,140 ", 300 , 250 ,   ," 146,864 "," 3,322,945 ",   ,   ," 11,424 "
1914,21,Pue,Cholula,,La Providencia,providencia,"E. Artasanchez y Cia., S en C.",Artasanchez,3036.0,287.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,3.058," 176,280 "," 57,638 "," 47,252 ",,,,,,,,," 8,814 "
1915,21,Pue,Cholula,,La Providencia,providencia,E. Artasanchez y Cia,Artasanchez,3036.0,287.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,3.396," 4,800,000 "," 1,413,344 "," 1,158,660 ",,,,,,,,," 240,000 "
1916,21,Pue,Cholula,,La Providencia,providencia,E. Artasanchez y Cia,Artasanchez,3036.0,287.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,2.789," 1,240,000 "," 444,556 "," 364,447 ",,,,,,,,," 62,000 "
1917,21,Puebla,Puebla,,La Providencia,providencia,"E. Artasanchez y Cia, S.C.",Artasanchez,3036.0,287.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,1.636," 1,480,000 "," 904,590 "," 741,583 ",,,   ,,,   ,,," 74,000 "
1918,21,Puebla,Cholula,,La Providencia,providencia,"E. Artasanchez y Cia, S.C.",Artasanchez,3036.0,287.0,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,2.635," 164,000 "," 62,246 "," 51,029 ",,,,,,,,," 8,200 "
1919,21,Pue,Cholula,,La Providencia,providencia,"E. Artasanchez y cia, S en C",Artasanchez,3036.0,287.0,0,0,1,1,0,4023,,0,0,1,1,0,9,0,0,2.838," 252,000 "," 88,792 "," 72,792 ",,,   ,,,   ,,," 12,600 "
1919,21,Pue,Atlixco,,El Volcan,volcan,S. L. de Letona,Letona,3319.0,386.0,0,0,1,1,0,4023,,0,0,1,1,0,9,0,0,2.838," 60,000 "," 21,141 "," 17,331 ",,,   ,,,   ,,," 3,000 "
1919,21,,,,"La Providencia, El Volcan",,,,3319.0,-,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,2.838," 312,000 "," 109,933 "," 90,123 ",   ,   ,   ,   ,   ,   ,   ,   ," 15,600 "
1920,21,Pue,Cholula,,La Providencia,providencia,E. Artasanchez y Cia,Artasanchez,3036.0,287.0,0,0,1,1,0,4023,,0,0,1,1,0,9,0,0,3.548," 400,000 "," 112,740 "," 92,424 ",,,,,,,,," 20,000 "
1920,21,Pue,Atlixco,,El Volcan,volcan,E. Artasanchez y Cia,Artasanchez,3036.0,386.0,0,0,1,1,0,4023,,0,0,1,1,0,9,0,0,3.548,   ,   ,   ,,,,,,,,,   
1920,21,Pue,,,"La Providencia, El Volcan",,E. Artasanchez y Cia,,3036.0,-,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,3.548," 400,000 "," 112,740 "," 92,424 ",,,,,,,,," 20,000 "
1924,21,Pue,Cholula,,La Providencia,providencia,"Luis Cue, S. en C.",Cue,3185.0,287.0,0,0,1,1,0,4023,,0,0,1,1,0,9,0,0,1.790," 160,000 "," 89,370 "," 73,266 ",,,   ,,,   ,,," 8,000 "
1924,21,Pue,Atlixco,,El Volcan,volcan ,E. Artasanchez y Cia,Artasanchez,3036.0,386.0,0,0,1,1,0,4023,,0,0,1,1,0,9,0,0,1.790," 296,000 "," 165,335 "," 135,542 ",,,   ,,,   ,,," 14,800 "
1924,21,,,,"La Providencia, El Volcan",,,,3036.0,-,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,1.790," 456,000 "," 254,706 "," 208,808 ",   ,   ,   ,   ,   ,   ,   ,   ," 22,800 "
1925,21,Pue,Cholula,,La Providencia,providencia,"Luis Cue, S. en C.",Cue,3185.0,287.0,0,0,1,1,0,4023,,0,0,1,1,0,9,0,0,1.479," 304,000 "," 205,586 "," 168,539 ",,,,,,,,," 15,200 "
1925,21,Pue,Atlixco,,El Volcan,volcan,E. Artasanchez y Cia,Artasanchez,3036.0,386.0,0,0,1,1,0,4023,,0,0,1,1,0,9,0,0,1.479,   ,   ,   ,,,,,,,,,   
1925,21,Pue,,,"La Providencia, El Volcan",,E. Artasanchez y Cia,,3036.0,-,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,1.479," 304,000 "," 205,586 "," 168,539 ",,,,,,,,," 15,200 "
1929,21,Pue,Cholula,,La Providencia,providencia,E. Artasanchez y cia,Artasanchez,3036.0,287.0,0,0,1,1,0,4023,,0,0,1,1,0,9,0,0,1.269,   ,   ,   ,,,   ,,,   ,,,   
1929,21,Pue,Atlixco,,El Volcan,volcan,E. Artasanchez y cia,Artasanchez,3036.0,386.0,0,0,1,1,0,4023,,0,0,1,1,0,9,0,0,1.269," 400,000 "," 315,184 "," 258,388 ",,,   ,,,   ,,," 20,000 "
1929,21,,,,"La Providencia, El Volcan",,,,3036.0,-,0,0,1,1,0,4023,6023,0,0,1,1,0,9,0,0,1.269," 400,000 "," 315,184 "," 258,388 ",   ,   ,   ,   ,   ,   ,   ,   ," 20,000 "
1838,9,Megico (sic),,,Calle de San Fernando,fernando,D. Luis Aguilar,Aguilar,3005.0,156.0,0,0,0,0,0,4024,6024,0,1,0,1,0,2,0,0,,   ,   ,   ,,,   ,, 176 ," 3,982 ",,,   
1839,9,Megico (sic),,,Calle de San Fernando,fernando,D. Luis Aguilar,Aguilar,3005.0,156.0,0,0,0,0,0,4024,6024,0,1,0,1,0,2,0,0,,   ,   ,   ,,,   ,, 35 , 792 ,,,   
1878,11,Gto,,,La Providencia,providencia,Eusebio Gonzalez,"Gonzalez, E",3256.0,289.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,0.687," 13,728 "," 19,997 "," 16,394 "," 1,292 ", 240 , 240 ," 15,600 "," 72,000 "," 1,629,072 "," 13,728 ",   ,   
1878,11,Gto,,,La Reforma,reforma,Eusebio Gonzalez,"Gonzalez, E",3256.0,302.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,0.687," 14,784 "," 21,535 "," 17,655 "," 3,650 ", 320 , 320 ," 16,800 "," 68,400 "," 1,547,618 "," 14,784 ",   ,   
1878,11,,,,"Providencia, La Reforma",,,,3256.0,-,0,0,1,1,0,4024,6024,0,1,0,1,0,2,0,0,0.687," 28,512 "," 41,532 "," 34,048 "," 4,942 ", 560 , 560 ," 32,400 "," 140,400 "," 3,176,690 "," 28,512 ",   ,   
1883,11,Gto,,,Providencia,providencia,,,3256.0,289.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,1.103," 252,000 "," 228,551 "," 187,366 ",   ,   ,   ,   ," 72,000 "," 1,629,072 ",   ,   ,   
1883,11,Gto,,,Reforma,reforma,,,3256.0,302.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,1.103," 239,400 "," 217,123 "," 177,998 ",   ,   ,   ,   ," 68,400 "," 1,547,618 ",   ,   ,   
1883,11,,,,"Providencia, La Reforma",,,,3256.0,-,0,0,1,1,0,4024,6024,0,1,0,1,0,2,0,0,1.103," 491,400 "," 445,674 "," 365,363 ",   ,   ,   ,   ," 140,400 "," 3,176,690 ",   ,   ,   
1888,11,Gto,Chamacuero,,San Fernando,fernando,Eusebio Gonzalez,"Gonzalez, E",3256.0,156.0,0,0,0,0,0,4024,,0,1,0,1,0,2,0,0,1.000,   ,   ,   ," 2,500 ", 500 , 500 ,   ,   ,   ,   ,   ,   
1888,11,Gto,Chamacuero,,La Providencia,providencia,Eusebio Gonzalez,"Gonzalez, E",3256.0,289.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,1.000,   ,   ,   ," 2,650 ", 200 , 200 ,   ,   ,   ,   ,   ,   
1888,11,Gto,Salvatierra,,La Reforma,reforma,Eusebio Gonzalez,"Gonzalez, E",3256.0,302.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,1.000,   ,   ,   ," 5,000 ", 500 , 500 ,   ,   ,   ,   ,   ,   
1888,11,,,,"Providencia, La Reforma",,,,3256.0,-,0,0,1,1,0,4024,6024,0,1,0,1,0,2,0,0,1.000,   ,   ,   ," 10,150 "," 1,200 "," 1,200 ",   ,   ,   ,   ,   ,   
1889,11,Colima,listed as colima; maybe gto,,Providencia,providencia,,,3256.0,289.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,1.000," 252,000 "," 252,000 "," 206,590 ",   ,   ,   ,   ," 72,800 "," 1,647,173 ",   ,   ,   
1889,11,Colima,listed as colima; maybe gto,,Reforma,reforma,,,3256.0,302.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,1.000," 239,400 "," 239,400 "," 196,260 ",   ,   ,   ,   ," 68,400 "," 1,547,618 ",   ,   ,   
1889,11,,,,"Providencia, La Reforma",,,,3256.0,-,0,0,1,1,0,4024,6024,0,1,0,1,0,2,0,0,1.000," 491,400 "," 491,400 "," 402,850 ",   ,   ,   ,   ," 141,200 "," 3,194,791 ",   ,   ,   
1891,11,Gto,,Chumacero,Providencia,providencia,,,3256.0,289.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,1.000," 198,000 "," 198,000 "," 162,320 "," 1,500 ", 150 , 150 ,   ," 72,000 "," 1,629,072 ",   ,   ,   
1891,11,Gto,,Salvatierra,Reforma,reforma,,,3256.0,302.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,1.000," 187,000 "," 187,000 "," 153,303 "," 5,000 ", 150 , 150 ,   ," 68,000 "," 1,538,568 ",   ,   ,   
1891,11,,,,"Providencia, La Reforma, San Fernando (Gto.)",,,,,-,0,0,1,1,0,4024,6024,0,1,0,1,0,2,0,0,1.000," 385,000 "," 385,000 "," 315,623 "," 6,500 ", 300 , 300 ,   ," 140,000 "," 3,167,640 ",   ,   ,   
1893,11,GTO,Chamacuero,,San Fernando,fernando,Testamentaria de Eusebio Gonzalez,"Gonzalez, E",3256.0,156.0,0,0,0,0,0,4024,,0,1,0,1,0,2,0,0,1.000," 270,000 "," 270,000 "," 221,346 "," 2,600 ", 500 , 500 ,   ," 60,000 "," 1,357,560 ",   ," 270,000 ",   
1893,11,GTO,Idem,,La Providencia,providencia,"Idem, idem, idem",,3256.0,289.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,1.000," 140,320 "," 140,320 "," 115,034 "," 1,500 ", 200 , 200 ,   ," 32,000 "," 724,032 ",   ," 113,920 "," 7,016 "
1893,11,GTO,Salvatierra,,La Reforma,reforma,"Idem, idem, idem",,3256.0,302.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,1.000," 468,600 "," 468,600 "," 384,158 "," 5,000 ", 500 , 500 ,   ," 130,000 "," 2,941,380 ",   ," 462,800 "," 23,430 "
1893,11,,,,"Providencia, La Reforma",,,,3256.0,-,0,0,1,1,0,4024,6024,0,1,0,1,0,2,0,0,1.000," 878,920 "," 878,920 "," 720,539 "," 9,100 "," 1,200 "," 1,200 ",   ," 222,000 "," 5,022,972 ",   ," 846,720 "," 30,446 "
1895,11,Gto,Chumacero,,Providencia o Soria,"providencia, soria",Test de E. Gonzalez,"Gonzalez, E",3256.0,289.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,0.910," 217,214 "," 238,723 "," 195,705 "," 1,624 ", 144 , 144 ,   ," 39,666 "," 897,483 ",   ,   ," 10,860 "
1895,11,Gto,Salvatierra,,La Reforma,reforma,Test de E. Gonzalez,"Gonzalez, E",3256.0,302.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,0.910," 605,816 "," 665,805 "," 545,827 "," 5,720 ", 514 , 514 ,   ," 163,718 "," 3,704,283 ",   ,   ," 30,290 "
1895,11,,,,"La Providencia, La Reforma, La Virgen",,,,,-,0,0,1,1,0,4024,6024,0,1,0,1,0,2,0,0,0.910," 823,030 "," 904,528 "," 741,532 "," 7,344 ", 658 , 658 ,   ," 203,384 "," 4,601,766 ",   ,   ," 41,150 "
1896,11,Gto,Chamacuero,,Providencia,providencia,Sucesores de E. Gonzalez,"Gonzalez, E",3256.0,289.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,0.820," 212,656 "," 259,400 "," 212,656 "," 1,624 ", 144 , 144 ,   ," 44,560 "," 1,008,215 ",   ,   ," 10,632 "
1896,11,Gto,Salvatierra,,La Reforma,reforma,Sucesores de E. Gonzalez,"Gonzalez, E",3256.0,302.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,0.820," 641,360 "," 782,337 "," 641,360 "," 5,720 ", 514 , 514 ,   ," 177,452 "," 4,015,029 ",   ,   ," 32,068 "
1896,16,Mich,Tajimaroa,,La Virgen,virgen,"Compania Industrial, La Virgen",CI Virgen,3165.0,383.0,0,1,0,1,0,4024,,0,1,0,1,0,2,0,0,0.820," 124,000 "," 151,256 "," 124,000 "," 2,800 ", 80 , 80 ,   ,   ,   ,   ,   ," 6,200 "
1896,16,,,,"La Providencia, La Reforma, La Virgen",,,,,-,0,1,1,1,0,4024,6024,0,1,0,1,0,2,0,0,0.820," 978,016 "," 1,192,993 "," 978,016 "," 10,144 ", 738 , 738 ,   ," 222,012 "," 5,023,244 ",   ,   ," 48,900 "
1898,11,Guanajuato,Chamacuero,,Providencia,providencia,Sucesores de E. Gonzalez,"Gonzalez, E",3256.0,289.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,0.820,   ,   ,   ,,,   ,,,   ,,,   
1898,11,Guanajuato,Salvatierra,,La Reforma,reforma,Sucesores de E. Gonzalez,"Gonzalez, E",3256.0,302.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,0.820," 956,640 "," 1,166,919 "," 956,640 ",,,   ,,,   ,,," 47,832 "
1898,16,Michoacan,Tajimaroa,,La VÌrgen,virgen,CompaÒÌia Industrial 'La Virgen',CI Virgen,3165.0,383.0,0,1,0,1,0,4024,,0,1,0,1,0,2,0,0,0.820," 286,420 "," 349,378 "," 286,420 ",,,   ,,,   ,,," 14,321 "
1898,16,,,,"La Providencia, La Reforma, La Virgen",,,,,-,0,1,1,1,0,4024,6024,0,1,0,1,0,2,0,0,0.820," 1,243,060 "," 1,516,297 "," 1,243,060 ",   ,   ,   ,   ,   ,   ,   ,   ," 62,153 "
1900,11,Guanajuato,Chamacuero,,La Providencia,providencia,Sucesores de E. Gonzalez,"Gonzalez, E",3256.0,289.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,0.820,   ,   ,   ,,,   ,,,   ,,,   
1900,11,Guanajuato,Salvatierra,,La Reforma,reforma,Sucesores de E. Gonzalez,"Gonzalez, E",3256.0,302.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,0.820," 1,000,000 "," 1,219,810 "," 1,000,000 ",,,   ,,,   ,,," 50,000 "
1900,16,Michoacan,Tajimaros,,La Virgen,virgen,"CompaÒia Industrial ""La Virgen""",CI Virgen,3165.0,383.0,0,1,0,1,0,4024,,0,1,0,1,0,2,0,0,0.820," 359,459 "," 438,471 "," 359,459 ",,,   ,,,   ,,," 17,973 "
1900,16,,,,"La Providencia, La Reforma, La Virgen",,,,,-,0,1,1,1,0,4024,6024,0,1,0,1,0,2,0,0,0.820," 1,359,459 "," 1,658,281 "," 1,359,459 ",   ,   ,   ,   ,   ,   ,   ,   ," 67,973 "
1902,11,Gto,Chamacuero,,La Providencia,providencia,Sucsd de E. Gonzalez,"Gonzalez, E",3256.0,289.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,0.820,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
1902,11,Gto,Salvatierra,,La REforma,reforma,Sucsd de E. Gonzalez,"Gonzalez, E",3256.0,302.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,0.820," 1,069,320 "," 1,304,367 "," 1,069,320 ",   ,   ,   ,   ,   ,   ,   ,   ," 53,466 "
1902,16,mich,Tajimaroa,,La Virgen,virgen,Cia Indl la virgen,CI Virgen,3165.0,383.0,0,1,0,1,0,4024,,0,1,0,1,0,2,0,0,0.820," 280,000 "," 341,547 "," 280,000 ",   ,   ,   ,   ,   ,   ,   ,   ," 14,000 "
1902,16,,,,"La Providencia, La Reforma, La Virgen",,,,,-,0,1,1,1,0,4024,6024,0,1,0,1,0,2,0,0,0.820," 1,349,320 "," 1,645,914 "," 1,349,320 ",   ,   ,   ,   ,   ,   ,   ,   ," 67,466 "
1904,11,Guanajuato,Chamacuero,,La Providencia,providencia,Sucesores de E. Gonzalez,"Gonzalez, E",3256.0,289.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,0.820,   ,   ,   ,,,   ,,,   ,,,   
1904,11,Guanajuato,Salvatierra,,La Reforma,reforma,Sucesores de E. Gonzalez,"Gonzalez, E",3256.0,302.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,0.820," 1,280,000 "," 1,561,356 "," 1,280,000 ",,,   ,,,   ,,," 64,000 "
1904,16,Michoacan,Tajimaros,,La Virgen,virgen,"CompaÒia Industrial ""La Virgen""",CI Virgen,3165.0,383.0,0,1,0,1,0,4024,,0,1,0,1,0,2,0,0,0.820," 320,000 "," 390,339 "," 320,000 ",,,   ,,,   ,,," 16,000 "
1904,16,,,,"La Providencia, La Reforma, La Virgen",,,,,-,0,1,1,1,0,4024,6024,0,1,0,1,0,2,0,0,0.820," 1,600,000 "," 1,951,696 "," 1,600,000 ",   ,   ,   ,   ,   ,   ,   ,   ," 80,000 "
1905,11,Gto,Chamacuero,,La Providencia,providencia,"Eusebio Gonzalez, S en C","Gonzalez, E",3256.0,289.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,0.820,   ,   ,   ,,,,,,,,,   
1905,11,Gto,Salvatierra,,La Reforma,reforma,"Eusebio Gonzalez, S en C","Gonzalez, E",3256.0,302.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,0.820," 1,360,000 "," 1,658,941 "," 1,360,000 ",,,,,,,,," 68,000 "
1905,16,Mich,Tajimoroa,,La Virgen,virgen,"Cia Industrial La Virgen, SA",CI Virgen SA,3165.0,383.0,0,1,0,1,0,4024,,0,1,0,1,0,2,0,0,0.820," 320,000 "," 390,339 "," 320,000 ",,,,,,,,," 16,000 "
1905,16,Mich,,,"Providencia, Reforma, Virgen",,"Cia Industrial La Virgen, SA",,3165.0,-,0,1,1,1,0,4024,6024,0,1,0,1,0,2,0,0,0.820," 1,680,000 "," 2,049,280 "," 1,680,000 ",,,,,,,,," 84,000 "
1906,11,Gto,Chamacuero,,La Providencia,providencia,Sucs de Eusebio Gonzalez,"Gonzalez, E",3256.0,289.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,0.820,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   
1906,11,Gto,Salvatierra,,La Reforma,reforma,Sucs de Eusebio Gonzalez,"Gonzalez, E",3256.0,302.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,0.820," 1,400,000 "," 1,707,734 "," 1,400,000 ",   ,   ,   ,   ,   ,   ,   ,   ," 70,000 "
1906,16,Mich,Taximoroa,,La Virgen,virgen,Cia Industrial La Virgen  S en c,CI Virgen,3165.0,383.0,0,1,0,1,0,4024,,0,1,0,1,0,2,0,0,0.820," 400,000 "," 487,924 "," 400,000 ",   ,   ,   ,   ,   ,   ,   ,   ," 20,000 "
1906,16,,,,"La Providencia, La Reforma, La Virgen",,,,,-,0,1,1,1,0,4024,6024,0,1,0,1,0,2,0,0,0.820," 1,800,000 "," 2,195,657 "," 1,800,000 ",   ,   ,   ,   ,   ,   ,   ,   ," 90,000 "
1909,11,Guanajuato,Chamacuero,,La Providencia,providencia,Sucesores de Eusebio Gonzalez,"Gonzalez, E",3256.0,289.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,0.820,   ,   ,   ,,,   ,,,   ,,,   
1909,11,Guanajuato,Salvatierra,,La Reforma,reforma,Sucesores de Eusebio Gonzalez,"Gonzalez, E",3256.0,302.0,0,0,1,1,0,4024,,0,1,0,1,0,2,0,0,0.820," 1,080,000 "," 1,317,394 "," 1,080,000 ",,,   ,,,   ,,," 54,000 "
